aboutcom.html,acquirethisnamecom.html,addthiscom.html,addtoanycom.html,adobecom.html,androidcom.html,applecom.html,axscom.html,bbccom.html,bigcartelcom.html,bloggercom.html,s://www.bloomberg.com/,bluehostcom.html,bookingcom.html,businessinsidercom.html,businessweekcom.html,buydomainscom.html,buzzfeedcom.html,cbslocalcom.html,cbsnewscom.html,chicagotribunecom.html,cloudflarecom.html,cnbccom.html,cnetcom.html,cnncom.html,constantcontactcom.html,cpanelcom.html,deviantartcom.html,directdomainscom.html,dribbblecom.html,dropboxcom.html,ebaycom.html,eepurlcom.html,elegantthemescom.html,etsycom.html,eventbritecom.html,fc2com.html,feedburnercom.html,flickrcom.html,fortunecom.html,ftcom.html,getpocketcom.html,githubcom.html,gizmodocom.html,gocom.html
0.00386 - 0.0025,0.01175 - 0.00556,0.04284 - 0.01438,0.01298 - 0.00551,0 - 0,0.04842 - 0.03437,0.00653 - 0.00419,0.13064 - 0.06,0.02653 - 0.01359,0.04771 - 0.01573,0.01191 - 0.00375,0 - 0,0.01201 - 0.0044,0.04399 - 0.03,0.01456 - 0.0075,0 - 0,0.00359 - 0.00219,0.01925 - 0.0107,0.01755 - 0.01036,0.02174 - 0.01362,0.00762 - 0.00481,0.09608 - 0.036,0 - 0,0.02297 - 0.01152,0.00648 - 0.00545,0.01938 - 0.00643,0.02157 - 0.01036,0.03806 - 0.01824,0.00541 - 0.00286,0.01621 - 0.01044,0 - 0,0.00456 - 0.00263,0.15343 - 0.0745,0.02363 - 0.01156,0 - 0,0.02763 - 0.0135,0.07381 - 0.032,0.01423 - 0.00818,0.09368 - 0.03366,0.02485 - 0.01038,0.00763 - 0.0075,0.05942 - 0.01982,0.00337 - 0.00223,0.01508 - 0.01108,0.19243 - 0.12
