aboutcom.html,acquirethisnamecom.html,addthiscom.html,addtoanycom.html,adobecom.html,androidcom.html,applecom.html,axscom.html,bbccom.html,bigcartelcom.html,bloggercom.html,s://www.bloomberg.com/,bluehostcom.html,bookingcom.html,businessinsidercom.html,businessweekcom.html,buydomainscom.html,buzzfeedcom.html,cbslocalcom.html,cbsnewscom.html,chicagotribunecom.html,cloudflarecom.html,cnbccom.html,cnetcom.html,cnncom.html,constantcontactcom.html,cpanelcom.html,deviantartcom.html,directdomainscom.html,dribbblecom.html,dropboxcom.html,ebaycom.html,eepurlcom.html,elegantthemescom.html,etsycom.html,eventbritecom.html,fc2com.html,feedburnercom.html,flickrcom.html,fortunecom.html,ftcom.html,getpocketcom.html,githubcom.html,gizmodocom.html,gocom.html
0.00582 - 0.00308,0.01175 - 0.00556,0.03624 - 0.01488,0.01007 - 0.00449,0 - 0,0.02134 - 0.01167,0.00582 - 0.00369,0.13064 - 0.06,0.02293 - 0.0125,0.02175 - 0.01063,0.01191 - 0.00375,0.00198 - 0.00188,0.01201 - 0.0044,0.04399 - 0.03,0.01167 - 0.0067,0.00433 - 0.00375,0.00359 - 0.00219,0.00927 - 0.00407,0.01755 - 0.01036,0.04517 - 0.03103,0.00951 - 0.00769,0.05362 - 0.0185,0 - 0,0.00888 - 0.00462,0.00963 - 0.00818,0.02309 - 0.00971,0.00219 - 0.00164,0.03755 - 0.01809,0.00541 - 0.00286,0.01621 - 0.01044,0.03344 - 0.025,0.00521 - 0.00276,0.15343 - 0.0745,0.02363 - 0.01156,0 - 0,0.0304 - 0.01533,0.05028 - 0.0285,0.00259 - 0.00193,0.00763 - 0.00509,0.01018 - 0.00385,0.00513 - 0.005,0.04739 - 0.01821,0.00076 - 0.00071,0.01878 - 0.01342,0.19243 - 0.12
